affiliate,affiliateId,alertSource,alertSourceId,alertType,alertTypeId,amount,application,application2,applicationId,applicationId2,attempt,authCode,bin,binCountry,campaign,campaignId,cardBrand,cardBrandId,chargebackFee,chargedBack,company,companyId,completed,containsSalesStrategy,currency,customerId,descriptor,eci,email,firstName,gateway,gatewayTransactionId,hasAlert,ipCountry,last4,lastName,merchantAccountId,mid,midName,networkTokenized,orderId,originalApplication,originalApplicationId,originalTransactionId,parentCompanyId,paymentNumber,product,productId,refundSource,refundSourceId,refundable,refunded,sandbox,sent,shopId,status,statusId,storeDomain,storeName,storeRootDomain,submitOrderId,subscription,subscriptionId,success,transactionId
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,      ,188971,US,None/Unassigned,0,Visa,1,0,False,Sekme Ent Inc,184,2026-02-03T00:01:34,False,USD,DEMO43534073,hubayc.com,,enfzqsit@sample.com,Jane,NMI,11661539369,False,US,7564,Rodriguez,869,738789893265,Sek-Ayc-PPS-3265,False,202773175,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-03T00:01:34,0,Pick up card - SF,3822,,,,202773175,US - Google - PreAuth $2,8453,False,d8210244-dd62-46a6-8d53-ea536e311c9c
20,500473,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,195756,US,None/Unassigned,0,Visa,1,0,False,Innoac LLC,193,2026-02-03T00:01:35,False,USD,DEMO43280466,digmda.com,,esqixbvs@example.com,Casey,NMI,11661539474,False,US,7257,Anderson,1796,4228994900184609,Inn-Dgm-PAYS-4609,False,202215229,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:01:35,0,Issuer Declined,3613,,,,202215228,US - Google XSale $29.99/m (12 days),8526,False,673e47c7-4489-4b81-af38-63f87b4666b5
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,2,      ,639109,US,None/Unassigned,0,Visa,1,0,False,Sekme Ent Inc,184,2026-02-03T00:01:35,False,USD,DEMO43534073,digibok.club,,mngzawal@test.com,Jordan,NMI,11661539449,False,US,3025,Miller,765,567000000856997,Sek-Dig-PYRC-6997,False,202773178,,,d8210244-dd62-46a6-8d53-ea536e311c9c,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-03T00:01:35,0,Pick up card - SF,3822,,,,202773175,US - Google - PreAuth $2,8453,False,0ef8ec88-4ea3-4539-9ebc-65ee5abd67d2
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,942869,US,None/Unassigned,0,Visa,1,0,False,Vintech LLC,400,2026-02-03T00:01:35,False,USD,DEMO43280506,storywav.com,,cusmgomv@demo.com,Dakota,NMI,11661539479,False,US,2620,Miller,2198,756262670628,Vin-Swe-PPS-0628,False,202215343,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:01:35,0,Pick up card - SF,3822,,,,202215341,US - Google XSale $29.99/m (12 days),8526,False,68b68d9f-6c0d-4526-8dc3-711395a4cef8
20,500473,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,920174,US,None/Unassigned,0,Visa,1,0,False,Optixo LLC,270,2026-02-03T00:01:36,False,USD,DEMO43280492,ebkwrld.com,,nqirgqwh@test.com,Skylar,NMI,11661539518,False,US,8038,Brown,1599,4228994900182157,Opt-Ebw-PAYS-2157,False,202215298,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:01:36,0,Issuer Declined,3613,,,,202215294,US - Google XSale $29.99/m (12 days),8526,False,6180bd14-f5ad-461c-812e-89a7f1a9686b
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,625175,US,None/Unassigned,0,Visa,1,0,False,Vintech LLC,400,2026-02-03T00:01:36,False,USD,DEMO43280496,yogainf.com,,srnjjisc@example.com,Skylar,NMI,11661539498,False,US,3826,Brown,1791,4228994900184476,Vin-Ygy-PAYS-4476,False,202215333,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:01:36,0,Issuer Declined,3613,,,,202215331,US - Google XSale $29.99/m (12 days),8526,False,0cccbf10-0cad-45be-9b69-893416b19f9e
1,500470,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,404740,US,None/Unassigned,0,Visa,1,0,False,Burds | Tec Inc,208,2026-02-03T00:01:36,False,USD,DEMO43280603,esportg.com,,okzcesov@sample.com,Dakota,NMI,11661539512,False,US,7387,Martinez,1112,500001021357,Bit-Esg-EMS-1357,True,202215580,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:01:36,0,Account Closed,3185,,,,202215577,US - Google XSale $29.99/m (12 days),8526,False,3a54f53b-fd72-4759-854d-cb765bd76249
2,500469,Unassigned,0,Unassigned,0,39.99,Sub Start,Sub Start,6,6,1,079200,196302,US,None/Unassigned,0,Visa,1,0,False,Zinetic LLC,266,2026-02-03T00:01:39,False,USD,DEMO43457790,rcprlm.com,,mkizeltv@demo.com,Taylor,NMI,11661539661,False,US,9254,Johnson,2238,201100273417,Zin-Rrl-DPT-3417,False,202608797,,,,115,1,US - Google - Preauth 2.0,8443,Unassigned,0,True,False,False,2026-02-03T00:01:39,0,Approved,3616,,,,202608794,US - Google - PreAuth $2,8453,True,0a9d1023-1f5a-43b3-87f7-0dbad3a2d6ca
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,      ,852034,US,None/Unassigned,0,Visa,1,0,False,Vintech LLC,400,2026-02-03T00:01:42,False,USD,DEMO43534077,yogainf.com,,afjffyoe@demo.com,Sam,NMI,11661539786,False,US,0480,Brown,2197,745900824097,Vin-Ygy-PPS-4097,False,202773184,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-03T00:01:42,0,Insufficient funds.,3619,,,,202773183,US - Google - PreAuth $2,8453,False,598d213c-20f1-4b93-bf18-f5be23419c90
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,788506,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:38,False,USD,DEMO43280307,8447640519authcapture.com,,bebtgqfs@example.com,Skylar,NMI,11661535830,False,US,3534,Brown,976,567000000854323,Rst-Aut-PYRC-4323,False,202214781,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:38,0,Insufficient funds.,3619,,,,202214779,Recovery Xsale Trials,8578,False,c7248cd6-2aad-461b-9ec9-3457ea6703aa
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,      ,070235,US,None/Unassigned,0,Visa,1,0,False,Innoac LLC,193,2026-02-03T00:00:38,False,USD,DEMO43534050,tstyeats.com,,fgsbhoyd@sample.com,Skylar,NMI,11661535671,False,US,6045,Rodriguez,1116,565500001021431,Inn-Tae-EMS-1431,True,202773124,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-03T00:00:38,0,Pick up card - SF,3822,,,,202773124,US - Google - PreAuth $2,8453,False,d878288e-62e3-4d7e-a6bf-3cdde1d65e42
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,831538,US,None/Unassigned,0,Visa,1,0,False,Innoac LLC,193,2026-02-03T00:00:39,False,USD,DEMO43280509,fitfirm.net,,jfhhcecd@example.com,Casey,NMI,11661535840,False,US,5385,Jones,1115,565500000999280,Inn-Fif-EMS-9280,False,202215347,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:39,0,Transaction not allowed.,3621,,,,202215344,US - Google XSale $29.99/m (12 days),8526,False,72754ad2-39e7-4431-a851-185f3ca3fe1e
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,2,,190529,US,None/Unassigned,0,Visa,1,0,False,Innoac LLC,193,2026-02-03T00:00:39,False,USD,DEMO43534050,digmda.com,,gvcnswpb@demo.com,Dakota,NMI,11661535914,False,US,6067,Davis,1796,4228994900184609,Inn-Dgm-PAYS-4609,False,202773128,,,d878288e-62e3-4d7e-a6bf-3cdde1d65e42,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-03T00:00:39,0,Issuer Declined,3613,,,,202773124,US - Google - PreAuth $2,8453,False,5e1fb813-5a19-467d-bfed-6e5c27a6d80a
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,968211,US,None/Unassigned,0,Visa,1,0,False,Vintech LLC,400,2026-02-03T00:00:41,False,USD,DEMO43280353,powerpth.com,,ptskukgh@demo.com,Taylor,NMI,11661536020,False,US,1874,Williams,1795,4228994900184492,Vin-Prp-PAYS-4492,False,202214921,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:41,0,Issuer Declined,3613,,,,202214919,US - Google XSale $29.99/m (12 days),8526,False,e32ccd79-8376-414d-81f3-76b3b0d836b6
1,500470,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,813073,US,None/Unassigned,0,Visa,1,0,False,Burds | Tec Inc,208,2026-02-03T00:00:41,False,USD,DEMO41178051,alltaste.net,,blbjevcx@example.com,Riley,NMI,11661535981,False,US,0068,Brown,1119,565500000997508,Bit-All-EMS-7508,True,202214683,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:41,0,Pick up card - SF,3822,,,,202214678,US - Google XSale $29.99/m (12 days),8526,False,817f1d95-30e0-400f-ae9c-6d515bfd8191
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,265252,US,None/Unassigned,0,Mastercard,2,0,False,Exibyte LLC,267,2026-02-03T00:00:41,False,USD,DEMO43278157,ktccrtn.com,,xhnumkgn@sample.com,Skylar,NMI,11661536035,False,US,7240,Jones,2186,201100268391,Exb-Kcr-DPT-8391,False,202215625,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:41,0,Do not honor.,3618,,,,202215624,US - Google XSale $29.99/m (12 days),8526,False,c123cd30-a64c-488d-ac48-5354a271242b
1,500470,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,818843,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:41,False,USD,DEMO39783700,8447640519authcapture.com,,cmsbckvz@example.com,Jordan,NMI,11661535966,False,US,6261,Rodriguez,976,567000000854323,Rst-Aut-PYRC-4323,False,202215466,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:41,0,Do not honor.,3618,,,,202215459,Recovery Xsale Trials,8578,False,51a24a0f-d4dd-409b-8398-d88789df8434
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,074898,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:41,False,USD,DEMO43280315,8447640519authcapture.com,,wrbzydkp@test.com,Quinn,NMI,11661536010,False,US,5173,Johnson,976,567000000854323,Rst-Aut-PYRC-4323,False,202214798,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:41,0,Account Closed,3185,,,,202214795,Recovery Xsale Trials,8578,False,8c1696da-4d76-429e-be3d-70e9be9490cf
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,002545,284154,US,None/Unassigned,0,Mastercard,2,0,False,Minkix LLC,271,2026-02-03T00:00:42,False,USD,DEMO43280246,lvscrip.com,,xmcftovo@example.com,Jordan,NMI,11661536066,False,US,2998,Johnson,1204,4228994900178742,Mnx-Lsc-PAYS-8742,False,202214626,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,True,False,False,2026-02-03T00:00:42,0,Approved,3616,,,,202214624,US - Google XSale $29.99/m (12 days),8526,True,5908ca8f-1895-4009-aa99-bc9075ce7348
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,411345,US,None/Unassigned,0,Visa,1,0,False,Vintech LLC,400,2026-02-03T00:00:14,False,USD,DEMO43280306,powerpth.com,,nvysjdud@sample.com,Jane,NMI,11661534182,False,US,2568,Garcia,1795,4228994900184492,Vin-Prp-PAYS-4492,False,202214780,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:14,0,Issuer Declined,3613,,,,202214778,US - Google XSale $29.99/m (12 days),8526,False,ab8e4207-bea3-43ab-a5dc-521f1c4521f3
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,361250,US,None/Unassigned,0,Mastercard,2,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:14,False,USD,DEMO41055051,8447640519authcapture.com,,fpfwqjqa@example.com,Quinn,NMI,11661534169,False,US,0731,Martinez,976,567000000854323,Rst-Aut-PYRC-4323,False,202215122,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:14,0,Do not honor.,3618,,,,202215121,Recovery Xsale Trials,8578,False,0139a277-24c8-4230-971c-1318d98a98f5
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,480979,US,None/Unassigned,0,Visa,1,0,False,Vintech LLC,400,2026-02-03T00:00:15,False,USD,DEMO43280289,meal-mp.com,,ijtegerv@test.com,Morgan,NMI,11661534237,False,US,3760,Smith,2196,745280227899,Vin-Mlm-PPS-7899,False,202214732,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:15,0,Insufficient funds.,3619,,,,202214731,US - Google XSale $29.99/m (12 days),8526,False,d74822ee-38b4-43b5-a922-33d268501cc7
20,500473,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,211298,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:15,False,USD,DEMO43280258,8447640519authcapture.com,,rxjuntbb@test.com,Jane,NMI,11661534186,False,IR,8735,Rodriguez,976,567000000854323,Rst-Aut-PYRC-4323,False,202214651,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:15,0,Transaction not allowed.,3621,,,,202214650,Recovery Xsale Trials,8578,False,5634d28f-6246-4cd5-b471-8388a355f1fd
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,88837B,303938,US,None/Unassigned,0,Mastercard,2,0,False,Innoac LLC,193,2026-02-03T00:00:15,False,USD,DEMO43280265,eredll.com,,ehzmjwqp@example.com,Jane,NMI,11661534298,False,US,6951,Smith,1797,4228994900184591,Inn-Era-PAYS-4591,False,202214672,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,True,False,False,2026-02-03T00:00:15,0,Approved,3616,,,,202214671,US - Google XSale $29.99/m (12 days),8526,True,a59cccc1-5893-4412-9ddf-d01a64c5a6a6
1,500470,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,271536,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:15,False,USD,DEMO43280273,8447640519authcapture.com,,umljxldn@test.com,Dakota,NMI,11661534264,False,US,1512,Moore,976,567000000854323,Rst-Aut-PYRC-4323,False,202214690,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:15,0,Transaction not allowed.,3621,,,,202214688,Recovery Xsale Trials,8578,False,d3aa0e22-449f-4eff-b63d-fff0c638a4d2
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,427503,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:16,False,USD,DEMO43280245,8447640519authcapture.com,,xrsxqdcn@sample.com,Drew,NMI,11661534225,False,US,4799,Garcia,976,567000000854323,Rst-Aut-PYRC-4323,False,202214623,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:16,0,Insufficient funds.,3619,,,,202214621,Recovery Xsale Trials,8578,False,bd91d400-e4b9-4d8a-9e58-b027fb8a32a3
20,500473,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,00543C,189207,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:18,False,USD,DEMO43280269,8447640519authcapture.com,,djyndpql@example.com,Alex,NMI,11661534479,False,US,9749,Moore,976,567000000854323,Rst-Aut-PYRC-4323,False,202214685,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,True,False,False,2026-02-03T00:00:18,0,Approved,3616,,,,202214680,Recovery Xsale Trials,8578,True,2c52213f-6341-404b-9f09-f8f3bbf6d443
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,319031,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:19,False,USD,DEMO43280343,8447640519authcapture.com,,yvxeozye@test.com,Dakota,NMI,11661534503,False,US,6064,Moore,976,567000000854323,Rst-Aut-PYRC-4323,False,202214923,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:19,0,Account Closed,3185,,,,202214922,Recovery Xsale Trials,8578,False,ddcd1eb1-2b4f-4b90-9a62-bb7245b5e71f
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,,575932,US,None/Unassigned,0,Visa,1,0,False,Neon Meadows LLC,272,2026-02-03T00:00:19,False,USD,DEMO43533339,ftnsedg.com,,bcezrriz@example.com,Quinn,NMI,,False,US,9064,Martinez,1431,4228994900179856,Nom-Fte-PAYS-9856,False,202773107,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-03T00:00:19,0,Bin Blacklisted (Client),4168,,,,202773107,US - Google - PreAuth $2,8453,False,a3ff2613-3001-4e29-8f8e-12b7388516ed
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,445671,US,None/Unassigned,0,Visa,1,0,False,Vintech LLC,400,2026-02-03T00:01:16,False,USD,DEMO43280427,meal-mp.com,,ctlvuqht@sample.com,Drew,NMI,11661538159,False,US,2800,Rodriguez,2196,745280227899,Vin-Mlm-PPS-7899,False,202215135,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:01:16,0,Stolen card.,3632,,,,202215131,US - Google XSale $29.99/m (12 days),8526,False,6a9fb7b5-bb26-4321-a8dd-f923d050f574
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,952687,US,None/Unassigned,0,Mastercard,2,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:01:16,False,USD,DEMO43280592,8447640519authcapture.com,,yfmdytwt@demo.com,Drew,NMI,11661538045,False,US,8012,Wilson,976,567000000854323,Rst-Aut-PYRC-4323,False,202215563,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:01:16,0,Insufficient funds.,3619,,,,202215561,Recovery Xsale Trials,8578,False,e3529bd9-a08e-4dfe-881b-884d301d3c9a
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,,961675,US,None/Unassigned,0,Mastercard,2,0,False,PrimeEcomSetup Inc,395,2026-02-03T00:01:16,False,USD,DEMO43534067,algnaura.com,,aovqcogh@example.com,Avery,NMI,,False,US,4658,Moore,1909,4228994900186125,Pes-Ala-PAYS-6125,False,202773162,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-03T00:01:16,0,Bin Blacklisted (Client),4168,,,,202773162,US - Google - PreAuth $2,8453,False,3f8e68e1-94d5-4105-adae-65f9c033cf69
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,      ,598138,US,None/Unassigned,0,Mastercard,2,0,False,Bejames Media Inc,211,2026-02-03T00:01:16,False,USD,DEMO43534066,fdtody.com,,njfcwswn@test.com,Alex,NMI,11661538176,False,US,0917,Jones,1060,710714549445,Bjm-Ftd-PPS-9445,False,202773160,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-03T00:01:16,0,Do not honor.,3618,,,,202773160,US - Google - PreAuth $2,8453,False,98d9997c-ab88-4793-adf0-961248244c2f
20,500473,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,679990,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:01:17,False,USD,DEMO43280559,8447640519authcapture.com,,gsedadyx@example.com,John,NMI,11661538166,False,US,3950,Miller,976,567000000854323,Rst-Aut-PYRC-4323,False,202215473,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:01:17,0,Account Closed,3185,,,,202215471,Recovery Xsale Trials,8578,False,26651391-4e0f-45aa-89e7-1b7ba9826d14
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,,341045,US,None/Unassigned,0,Visa,1,0,False,Sekme Ent Inc,184,2026-02-03T00:01:17,False,USD,DEMO43534064,myfithub.pro,,blfrwchj@demo.com,Morgan,NMI,,False,US,9198,Garcia,870,769801832465,Sek-Myf-PPS-2465,False,202773163,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,False,False,False,2026-02-03T00:01:17,0,Bin Blacklisted (Client),4168,,,,202773163,US - Google - PreAuth $2,8453,False,430f2250-2d83-4da7-b030-a4a646cf527d
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,152421,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:01:17,False,USD,DEMO43280638,8447640519authcapture.com,,jxpmmlzs@example.com,Riley,NMI,11661538153,False,US,9045,Johnson,976,567000000854323,Rst-Aut-PYRC-4323,False,202215651,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:01:17,0,Insufficient funds.,3619,,,,202215650,Recovery Xsale Trials,8578,False,a484acca-4070-4835-abe4-f382710e0c5e
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,2,875825,952516,US,None/Unassigned,0,Mastercard,2,0,False,Bejames Media Inc,211,2026-02-03T00:01:17,False,USD,DEMO43534066,spmda.com,,kgyqoril@test.com,Dakota,NMI,11661538248,False,US,1022,Jones,1004,000000887349,Bjm-Spm-PYRC-7349,False,202773164,,,98d9997c-ab88-4793-adf0-961248244c2f,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,True,False,False,2026-02-03T00:01:17,0,Preauthorized,3367,,,,202773160,US - Google - PreAuth $2,8453,False,b9510d3c-159c-4319-adfa-bc3051062078
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,189892,US,None/Unassigned,0,Visa,1,0,False,Neon Meadows LLC,272,2026-02-03T00:01:19,False,USD,DEMO43280406,rmcrds.com,,hwwhlgrw@example.com,Jane,NMI,11661538398,False,US,1201,Garcia,1454,4228994900179864,Nom-Rmr-PAYS-9864,False,202215069,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:01:19,0,Issuer Declined,3613,,,,202215068,US - Google XSale $29.99/m (12 days),8526,False,daff5526-82f7-4a4f-9dc0-086b3f385e81
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,010342,US,None/Unassigned,0,Visa,1,0,False,Zinetic LLC,266,2026-02-03T00:01:19,False,USD,DEMO43280617,fnclfrt.com,,gjivmwrb@sample.com,Taylor,NMI,11661538377,False,US,1934,Rodriguez,1269,4228994900179039,Zin-Fft-PAYS-9039,False,202215611,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:01:19,0,Issuer Declined,3613,,,,202215609,US - Google XSale $29.99/m (12 days),8526,False,30b19b24-1469-4ab7-9b32-9f3969e25277
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,      ,131474,US,None/Unassigned,0,Visa,1,0,False,RUSTICA LOGGIA PL,253,2026-02-03T00:00:42,False,USD,DEMO43280393,8447640519authcapture.com,,zefrfqmv@demo.com,Jordan,NMI,11661536021,False,US,8066,Garcia,976,567000000854323,Rst-Aut-PYRC-4323,False,202215025,,,,115,1,Recovery Xsale Trials,8578,Unassigned,0,False,False,False,2026-02-03T00:00:42,0,Pick up card - SF,3822,,,,202215023,Recovery Xsale Trials,8578,False,7b2b6fcc-afbd-4a10-bc44-7037b3dfc36f
20,500473,Unassigned,0,Unassigned,0,2,Sub Start,Opt In,6,216,1,477356,610762,US,None/Unassigned,0,Visa,1,0,False,Bejames Media Inc,211,2026-02-03T00:00:42,False,USD,DEMO43534052,fdtody.com,,pflndwig@example.com,Riley,NMI,11661536087,False,US,0570,Miller,1764,4228994900183486,Bjm-Ftd-PAYS-3486,False,202773132,,,,115,0,US - Google - Preauth 2.0,8443,Unassigned,0,True,False,False,2026-02-03T00:00:42,0,Preauthorized,3367,,,,202773130,US - Google - PreAuth $2,8453,False,d9ffb9b8-4802-4b1e-9fce-f836e168c696
20,500473,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,958363,US,None/Unassigned,0,Visa,1,0,False,Vintech LLC,400,2026-02-03T00:00:44,False,USD,DEMO43280290,yogainf.com,,ongedzve@sample.com,Taylor,NMI,11661536188,False,US,7636,Williams,1791,4228994900184476,Vin-Ygy-PAYS-4476,False,202214734,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:44,0,Issuer Declined,3613,,,,202214733,US - Google XSale $29.99/m (12 days),8526,False,6188104d-5757-4d5f-9770-b8b7f1071eb4
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,508736,US,None/Unassigned,0,Visa,1,0,False,Burds | Tec Inc,208,2026-02-03T00:00:44,False,USD,DEMO43280276,estory4u.net,,xlwbmzpk@demo.com,Jordan,NMI,11661536233,False,US,2148,Williams,1778,4228994900184419,Bit-Esu-PAYS-4419,False,202214729,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:44,0,Issuer Declined,3613,,,,202214726,US - Google XSale $29.99/m (12 days),8526,False,f18a0f50-3b69-4848-9a7b-2da66ae088dc
2,500469,Unassigned,0,Unassigned,0,29.99,Sub Start,Sub Start,6,6,1,,847865,US,None/Unassigned,0,Visa,1,0,False,Vintech LLC,400,2026-02-03T00:00:45,False,USD,DEMO43280342,storywav.com,,qndakdie@test.com,Drew,NMI,11661536276,False,US,5680,Smith,1792,4228994900184468,Vin-Swe-PAYS-4468,False,202214951,,,,115,1,US - Google XSale $29.99/m (12 days),8526,Unassigned,0,False,False,False,2026-02-03T00:00:45,0,Issuer Declined,3613,,,,202214949,US - Google XSale $29.99/m (12 days),8526,False,2675f9c0-0176-484d-b6cf-9c0ec911e512
